Time,CO,NOx,HC_NOx,PM,Vibration,ExhaustTemp,Carbon Deposit Level
54,57.781295018587365,22.974603311982587,93.73292946941659,1.040142178137536,0.9366545949153902,379.8417053519244,2
55,58.02065137705456,23.643193375471096,91.66482345047386,1.0452211642173,0.9382292411559633,382.32559202693545,2
56,55.213902876753586,23.727168416277866,86.11687372119839,1.0784575122186075,0.931275565451255,382.81671215860524,2
57,55.687771949596105,23.587021699339374,88.59714396714335,1.0038716680154487,0.935072697596582,381.9624325823736,2
58,56.05819427923387,22.020825623655565,83.85865417147095,0.8834749810211807,0.9756854639929737,383.8176106918289,2
59,58.97825891646538,17.95721801664168,86.09757144458953,0.9119041175779392,0.9853553558170149,389.72888781785446,2
60,58.034631067965144,19.71075167932209,83.64424575004101,0.8072826720325087,0.9807619877885261,384.5509408170084,2
61,58.97942764779243,18.587791989320465,82.3251062542587,0.7364425395422509,0.9796843054728708,388.7975771282853,2
62,58.48275643468889,20.265121502143952,77.81235617721772,0.728290659862736,0.9994539383701849,397.82657944359994,2
63,56.36884737584577,20.52252810723943,72.2686045862292,0.7563105306237421,1.0411148349842234,394.3369751306249,2
64,55.35866505644283,18.186821540909328,75.34039670529451,0.7521751143483427,1.0553243562970047,398.1897220312966,2
65,55.56140533774666,16.11497462866801,74.50985020278787,0.5774107404365658,1.0871704996519274,398.471218138934,2
66,58.00193974434465,17.84601771076673,82.69964672624937,0.41185709917609564,1.1009840458064872,399.1363416473935,2
67,58.55810011348981,15.553263428189226,86.13142831107369,0.4183267587697166,1.1043189671497915,400.0,2
68,56.37932994049023,14.614890659077497,86.75887228616641,0.5378908939679183,1.099318718039639,397.9554700619414,2
69,54.92345071260216,12.779235359099943,92.76871670174775,0.4921469839303198,1.106752067098519,399.58507504342157,2
70,53.44765763106945,11.98623028028091,89.36552636950272,0.35140561601912834,1.08167050335572,400.0,2
71,53.017827435403134,10.30547496414159,94.5186599105945,0.5001925562630044,1.0621432120217573,396.9686500049465,2
72,53.6246338624538,13.416117419994986,90.95556048669543,0.5273215038076714,1.0678313331570533,395.6097035656195,2
73,51.14470326083248,13.608198145977406,94.03427102620968,0.5462820875281531,1.0626967199117305,397.52181769178117,2
74,50.9051033304952,14.994276661055624,95.67729413727453,0.6089598307322436,1.0496835375614493,398.6491088177321,2
75,50.21899090354606,14.422233543744484,95.08662571392124,0.43273819688035675,1.061441897762496,400.0,2
76,52.017397768974945,17.927759012321637,94.50540712549424,0.27949027935997117,1.0635958303196573,400.0,2
77,54.868089775426064,18.49261715834051,93.52174933844327,0.4838762313991643,1.0488517995245445,400.0,2
78,59.13102283821764,20.00903115416586,93.848209064488,0.4562318127125314,1.0194198741525369,399.7166273595988,2
79,58.99448419982615,18.214995087220075,96.68822842106276,0.46682901743912175,1.034293559870265,400.0,2
80,60.50469832837829,18.48202459310005,92.48279814451475,0.43206713495636895,1.0505125505296053,400.0,2
81,62.45725322977559,21.223429842960282,88.7532498605319,0.5053387041227264,1.0482207713594163,400.0,2
82,61.488932105907,20.607207570996984,84.44088601760868,0.6705945679879655,1.0442987583219416,398.07425095395485,2
83,60.09313265904979,20.787204054040302,83.3828180133112,0.7341489825473234,1.081060537848463,394.15419228927743,2
84,60.862974790412025,20.814480288308324,84.77712233771416,0.6550278541270026,1.0892365059875413,390.5292215187844,2
85,59.11330710750422,22.36801460519457,86.81834909145994,0.7819826715878959,1.0914827566978427,392.201155248157,2
86,59.79493372913267,23.534453894119316,86.8740150116683,0.7413740184173873,1.066835302934985,393.3636913969307,2
87,61.35253766858698,25.285279663022106,87.25100339658212,0.8014767044164403,1.0674495487552915,387.6763792284955,2
88,63.67761137508399,24.203980780529392,85.1313441857664,0.8392046642451876,1.058609524659286,387.31728270454846,2
89,63.710925513157974,26.058072944820523,82.37063984545496,0.7076572654569463,1.0592353927749742,387.28591594399404,2
90,63.765291341057676,25.2087967097333,88.18258886337905,0.6339400603305738,1.0401436466336085,383.36123660465785,2
91,64.73784142450491,24.692463996015732,87.26132345372083,0.5942521056057087,1.0202047362881508,388.76576058177005,2
92,64.84781319798324,23.03539957075542,89.10851631188018,0.5680678149939343,1.0623480091713913,389.29448882820986,2
93,65.76221452085734,22.837567109229806,90.44401320920508,0.41801883192372447,1.055302373329605,384.604006576023,2
94,64.49256006004887,24.094673372594656,85.31139477957208,0.4743741482146702,1.0446044459745707,388.58579953701616,2
95,67.6630004012484,23.151575147192563,81.22879972878887,0.5399312624632424,1.061206893963354,385.9928924893059,2
96,67.599585937054,23.41497149294165,83.15222187114,0.5784582391402737,1.0640168164430202,390.4205196678164,2
97,66.42588779117578,23.864212000189898,82.20403546957982,0.6085501029689185,1.0700636736735443,388.5244968856466,2
98,68.04909231678764,22.53374797151696,82.36860274508382,0.5671177438189191,1.0347606183627356,390.30797473085863,2
99,68.73772684997338,22.2046466189432,80.2990549527776,0.4253570403025165,1.017400182155197,391.70191067998473,2
100,67.60559122447808,23.712008236420477,81.15511998500882,0.4051977473025226,1.0153104739851182,391.9445225616564,2
101,68.94342900077609,24.681038438219836,82.57601695376592,0.40700054911465977,1.0211439717188182,392.98684623512656,2
102,69.06612017954708,21.63604026997472,85.55601262972294,0.34632115027727794,1.0156147818078656,393.9304857506902,2
103,71.23840675319747,22.87102286348197,83.31753585013212,0.41296958894920066,1.0263473776089616,400.0,2
104,70.87584144237803,25.683736166545934,88.96222855105138,0.4753439229856294,1.0319780063446449,396.89147522790273,2
105,68.35364895482135,24.061901197855093,85.30461757154482,0.49858132090568796,1.0166653955981184,392.57733334650953,2
106,66.86810586834709,23.34127317363739,86.76048645074194,0.44936729478173815,1.0298716398113683,388.8927108487725,2
107,64.58908118921357,24.508139536250642,86.10153408221365,0.49470804888563835,1.02421582322593,386.8964272589592,2
108,65.63727410525362,23.307348365899777,87.42521922993555,0.5586038912550388,1.0446571966381781,380.07994415859577,2
109,66.5658854620405,23.180902861633285,83.8557481880204,0.6402317259215144,1.0279995275855525,375.5357350133762,2
110,68.75501142166969,24.185104056208203,81.89006766836154,0.5417174129430378,0.992522767592623,373.4004191745704,2
111,69.0592706283127,24.86186380718219,74.2989771713385,0.543754668075253,1.028116998634834,375.1068442890947,2
112,71.49168556136324,26.02750894131204,77.18861569622007,0.5259776424554076,1.0253534617590159,377.5604400461255,2
113,70.64983739533857,27.500417930496997,75.50338402433675,0.501842927232889,1.021662922462655,379.4918058910155,2
114,69.02552758425325,28.30147321341157,74.56364472120192,0.5971684838605383,1.0154834960243637,377.68698294473313,2
115,71.41724343845667,28.370947364274723,75.00040082787655,0.6510041230918642,1.033962194609435,381.9119238838713,2
116,71.81625191237403,28.55173277622868,77.2878930646801,0.6626449863686518,0.9944849770268285,380.7367981781766,2
117,70.24595641656398,27.98453725137432,78.97411861909335,0.6016834241027417,1.0087338380413986,382.6030899901599,2
118,72.62456508589483,27.399058210584283,77.67707714643626,0.5550935527629622,1.0130974746725643,384.3774085155634,2
119,73.30664505300942,26.577611957343578,76.78964092768126,0.5697432844121673,1.0302615330522353,387.9256032570576,2
120,73.54567726668351,26.325159903095244,72.6968204769585,0.5607083352669272,1.0416223865721306,387.1886461176058,2
121,75.4412024769309,22.239590972484727,76.01581917690785,0.6823997469138685,1.0340338034275238,390.8366104781502,2
122,75.73251669549542,22.555044368837713,70.24291772315122,0.6095483809148603,1.0341750797625981,394.966780395963,2
123,78.83507430218596,24.304579227528546,75.62460221796265,0.6633546728011579,1.0429876728315237,394.65457083763516,2
124,76.88447014456459,23.600288084229213,75.5331566166777,0.6801937838553666,1.033494664228587,393.3997026483369,2
125,78.78287634864895,21.308724660586616,78.6701715560222,0.595633153962865,1.0374812191197889,400.0,2
126,80.0,21.300131333330647,77.37404621995391,0.5253635337766551,1.0321715510420175,398.21193410879033,2
127,80.0,20.976539189400135,80.85571074556543,0.49730779361018285,1.0273798523761015,397.6877842777688,2
128,79.65439687264492,19.641324072648196,81.23831554131964,0.3877429364748631,1.0366804700900951,398.707095502653,2
129,80.0,19.170792197913737,83.986714502709,0.423601355943612,0.9963303216684446,399.0228611203678,2
130,79.54224488541244,20.154609877954847,80.93125575794407,0.5153585594601215,0.994088453823977,400.0,2
131,79.62751666706829,19.457978517672217,75.09545097664568,0.6608127180022053,0.9849777230588137,400.0,2
132,80.0,16.912574755461378,70.89520351186616,0.6202446953370557,0.9776490071921495,400.0,2
133,80.0,16.303861123341175,78.9114088667167,0.6835780717234996,0.9881508966540926,400.0,2
134,80.0,16.738811820286536,78.2895307722357,0.6075142037414223,0.9882956303921758,399.02764552058903,2
135,80.0,16.419494899844263,79.77250942222012,0.5179295646801392,1.0068206794067847,398.06786993870537,2
136,79.45566269967591,15.56932256818753,77.61270458501046,0.5318690903174882,1.0339669871651918,400.0,2
137,76.74474610641244,15.398186658254676,77.1962232752783,0.48029404451279145,1.0363907214033485,398.93740666713603,2
138,79.22073495544834,15.733407427401417,82.09772274165907,0.41503297703242337,1.0514842771302229,400.0,2
139,78.80308542171822,14.528577635130059,80.60015638239075,0.3839931924835463,1.037082803950009,400.0,2
140,78.67831886873107,18.345270411092272,85.70523022068875,0.4926474412651547,1.0393811805576068,394.5624887738263,2
141,77.06153963940005,18.538360209047095,82.970526628911,0.3620654755589782,1.0177623582640951,396.1178203105425,2
142,77.67143299619528,17.626189794066487,86.78193228992832,0.25730425576710736,1.008556143497635,395.90523400349997,2
143,80.0,18.71978924116642,86.39699031938895,0.28337734057911,0.9802666893436293,400.0,2
144,79.98999490646463,14.872634921437147,87.16716173892556,0.2204769517953491,1.0133769547833746,399.13391778861177,2
145,79.76529441341441,13.60600705225222,90.52664521215513,0.2149974996431475,1.0280036051979757,400.0,2
146,80.0,12.92820453006079,88.77144721004349,0.16208382556191167,1.0421000551629485,391.9057431776536,2
147,78.8340760618323,11.432784504503493,97.48682502950167,0.13639815866130262,1.037416392449661,393.8955406112567,2
148,79.36333143390178,9.013467962440025,96.03275970903825,0.045434719093551665,1.0618491831045196,395.23573533665757,2
149,77.80697776528102,7.302413183613769,94.3425188384782,0.11816644485857683,1.0981508480641458,400.0,2
150,75.55098796416448,6.304709152410446,98.97187968922609,0.1910667061825564,1.0671939257105778,400.0,2
151,76.11393280815705,3.3390147392385288,100.47272888172373,0.08825088527182826,1.0855820707071318,400.0,2
152,74.11248097568543,3.6328975209332426,97.0092877372541,0.085370402827705,1.1129141895731514,400.0,2
153,75.72249243289295,0.8421452057853767,95.79705204267924,-0.0006336022074296399,1.1271518854976947,400.0,2
154,75.5400528721368,0.8235977153741028,95.71966560060964,-0.03144406996823981,1.1653321120199631,395.9930638435357,2
155,75.23448050342951,-2.305181143913888,93.29430085150167,0.047984337366615996,1.1583965474620495,397.8500091964859,2
156,75.17941488291072,-1.7065993114415376,93.3827682234786,0.03995846314788942,1.1943313298401674,400.0,2
157,72.76042744585584,-3.741994472297823,89.36474709556455,0.064286440911875,1.1802621019730188,399.4165831985353,2
158,70.12608086716487,-2.479953920465201,89.16280272916194,-0.022000493884344566,1.217340738854451,400.0,2
159,71.93089071085662,-1.5797622895295627,88.96441707498667,-0.1537651426022879,1.224197559133808,399.626374244191,2
160,73.38061191553672,1.4071502224103873,90.66625822413938,-0.20097956214257973,1.2025710386411688,400.0,2
161,72.17620598098198,0.8752738677003601,87.59825462790431,-0.2681623280101496,1.2152249814704617,396.6899726259612,2
162,70.76227369728801,2.5238729630320345,86.60184362135442,-0.3013705599094279,1.200250687678797,396.83336062460296,2
163,72.23759628095544,2.6482812833140468,87.15193698786165,-0.5335872653169484,1.2116909643976057,396.24901897561455,2
164,74.38399155404059,3.5397381105208496,90.68580731999667,-0.6540300094868895,1.194686210278072,393.21213634312596,2
165,72.36202295264914,4.265391868906677,93.89030194817859,-0.8307794872427798,1.2438267017814801,390.5237090095722,2
166,72.77403511731859,6.5665034362571255,92.24218957438958,-0.5775956105249185,1.2275712225858035,400.0,2
167,72.7679194474137,6.566091391912248,90.18952692575218,-0.6165711454201489,1.2647714164004225,400.0,2
168,74.35078046572272,5.84233365710914,89.52289539289197,-0.6392060274574302,1.2558448878896693,395.3253623294732,2
169,75.05419827942016,7.9134914357892026,93.38513064420405,-0.7822374099997708,1.2617989782159325,396.12854244525994,2
170,71.74242537218886,7.538611430854493,93.5571544241634,-0.9047499978341712,1.26078788969314,398.76402909193587,2
171,72.90398841412018,7.813822743656392,93.21018206364644,-0.6861427057529449,1.2781213480870546,400.0,2
172,74.34319803973113,7.085177317488247,94.53024312970656,-0.7987391046687143,1.3414951588518846,400.0,2
173,73.05379819591927,6.8817568342998126,94.18896995279579,-0.7377486144321372,1.3393060538836818,400.0,2
174,75.70204059884546,6.753553616016215,90.68205435375219,-0.725319658427753,1.3220166274099727,400.0,2
175,75.24832380787875,8.006300428752763,82.39725163303869,-0.887329619948087,1.341698154694949,391.65976940225244,2
176,75.97951878607255,7.026200825941171,81.47717390187495,-1.1786361055974584,1.3201064814434236,389.7577316626831,2
177,80.0,6.060507058073757,83.22943697764505,-1.2314681875220714,1.3262317600807796,389.3506631702655,2
178,80.0,6.072065570699575,83.2268218470853,-1.1346315292049443,1.2887058527321136,391.8147843832483,2
179,80.0,7.73648200793887,83.30549163564876,-1.1407554094883399,1.2753821718487863,388.6077404463537,2
180,76.96743313075282,7.833777911086306,81.79104554655528,-0.9998906309390454,1.272091994035946,392.191788752091,2
181,75.68427676991384,8.52247746383574,78.3048839836417,-0.8365371076359834,1.2631788821620034,395.4402051203699,2
182,75.38257324580394,9.255941023594875,82.74991714187502,-0.8451584289481064,1.2715768022548815,395.080801497962,2
183,76.46228706169623,7.989596224291005,88.90676602143368,-0.9349636975641534,1.2315505917234084,400.0,2
184,73.55409461032664,8.253672212020684,89.6802070193778,-1.0094305294411265,1.2345648280184316,400.0,2
185,74.69133482577102,6.746212577419046,90.70099978559386,-1.1027372156061435,1.2100281918428122,397.39559792888934,2
186,71.58172801971705,6.526580782931821,83.42332906387944,-0.9534089061640025,1.1953196721642392,400.0,2
187,70.96824133528837,5.777766025845945,85.88532082041799,-0.9723354150140905,1.1724746036862537,400.0,2
188,74.05853320613588,5.683585214399428,93.28065976437642,-0.995428493874004,1.1770529008563353,400.0,2
189,75.15160632715032,7.788379642560341,94.47828471899805,-1.0477014214696327,1.2189412922177554,397.3450114331187,2
190,76.89368361502692,8.717920981471158,98.72446066874487,-1.1933394603244836,1.2316025738696021,396.8983791833723,2
191,77.1752140592644,9.349910749624616,96.37840206385624,-1.2968571209707416,1.2567240577399363,400.0,2
192,79.0110154755572,7.826401879600424,93.59470954737422,-1.4355251958814712,1.2847807957606399,400.0,2
193,80.0,7.7694263517528315,93.44591291961757,-1.4132591996680604,1.2877128176959396,399.14360957616765,2
194,80.0,7.67669702303106,97.85372245647405,-1.4438472547809398,1.28739163093126,400.0,2
195,78.71939823316117,8.998572743891264,101.51166680384257,-1.2567283191782168,1.3261749619243484,398.97223196215407,2
196,79.8925562471071,10.349239809656819,101.69548403901993,-1.4148919932027018,1.319900316697052,393.8244267999041,2
197,80.0,10.53004518561726,97.55905089307132,-1.2923511825231206,1.344546077516224,397.37953537311813,2
198,79.31539288554407,10.85731303035951,97.50090368593112,-1.2422681372650142,1.3337967113661915,395.3405211048842,2
199,80.0,14.000231216938687,101.22241920656292,-1.2289415378200144,1.3342868929127685,393.26123800004115,2
200,79.65238499441314,16.668365511690357,103.60431471217825,-1.1837635137339662,1.3366016380865489,388.96936016621703,2
201,79.99267761986323,19.756126951889186,106.07977970302929,-0.9658635049529365,1.314634561189126,381.993286197742,2
202,80.0,20.413602553183196,109.64314352540283,-0.8245029956480052,1.3461273070269395,379.34002716074417,2
203,78.87110788733376,23.18003302296127,107.87257193969523,-0.639293165582581,1.3640121210399985,378.3925860197843,2
204,79.34452713672624,23.789189685190294,111.16543677829372,-0.7093042795658552,1.3719081736330903,378.51630403877226,2
205,76.9296132480588,22.369838933014762,116.04019763593126,-0.7234504514005577,1.394710096630302,379.2431963069961,2
206,77.5834122098452,22.20227790091821,121.53315093500589,-0.7542094396750294,1.3968710075061304,382.38401399354035,2
207,78.43748259220035,25.018716864541247,125.95461295599759,-0.7781647890176319,1.4144811437569604,378.97645713814876,2
208,77.87113274509672,23.759915829639002,126.53831651940688,-0.7458526317215498,1.4252432713366885,383.0448488551708,2
209,78.6034755282827,22.31155374799168,127.94760704834871,-0.6713368716060878,1.3915119432002325,384.1576518734118,2
210,79.62640137658089,22.731879170243616,123.78535576819311,-0.9268265670104745,1.396150889666749,397.0836156475313,2
211,79.14292618401166,17.689288102865895,125.21922365205074,-1.1032232366112658,1.3906499832427408,392.77702711093053,2
212,78.63383469770562,17.166206339014145,134.15963541748184,-1.222196769095465,1.3978967044623256,391.67643176359826,2
213,78.14990949894886,17.88066920615795,136.0008191179659,-1.1980780693117659,1.3810929323118228,395.5942398363577,2
214,79.84092338850968,17.95171674954072,129.7667387299372,-1.3283017006381965,1.390227815865271,396.67927723519267,2
215,80.0,18.62041971109005,131.3898351029605,-1.3359227944815553,1.3687136520784426,399.2830174906459,2
216,80.0,15.353978581356873,133.01571106415759,-1.5349311629324969,1.3573242403702175,397.59697492234085,2
217,78.1059552846904,10.806022570728882,136.65700475501464,-1.6327847610831645,1.3696793437909665,392.3589470674078,2
218,78.14698912529067,11.709141354656474,142.143095618349,-1.5430762783565848,1.3582357190758263,392.4429505796215,2
219,79.87800583541798,12.172050690810508,144.30368551714926,-1.531340367657894,1.3773869379155597,400.0,2
220,80.0,15.2984164159526,141.28085858855835,-1.5176613823358756,1.3629263950675514,400.0,2
221,76.89555144496693,16.545774395348527,136.91085558422986,-1.5094217476296068,1.3745693497825173,400.0,2
222,77.21784339842061,16.561748396071717,131.43623674437924,-1.6471428534674954,1.3648947290360058,393.2394888585108,2
223,79.49017176153635,16.080790937164853,130.89751811039775,-1.6678794248747686,1.3603248229733156,388.0895715552346,2
224,80.0,15.581509273640647,130.58360800476322,-1.6216284058903214,1.368301999273874,382.65195625238186,2
225,80.0,17.025532402788382,128.02011778471655,-1.7032064451395297,1.3684841808044952,380.6332486840963,2
226,80.0,16.760271706127106,130.4265092639351,-1.7730028716335622,1.3903306494096648,378.7445164123451,2
227,80.0,15.886400998913327,130.72428888755186,-1.6080987411611587,1.3818456067185674,380.5002535041339,2
228,80.0,17.548320155663184,126.52503299698596,-1.7146691053635656,1.37754024933305,376.4960958026733,2
229,79.65727508278053,18.09990290423834,125.62853384561869,-1.592932107698164,1.4371454266701904,375.21303967123146,2
230,80.0,19.18781520943111,127.8235559379728,-1.446383478427052,1.378619073075082,371.5121663777604,2
231,80.0,18.506750436326257,125.96896200724872,-1.4549237381999043,1.372367851203072,382.36663275616576,2
232,79.96791337256809,18.41390351622492,128.38259171596468,-1.4407025175197365,1.3720480477893644,395.2025807440385,2
233,77.20299388742966,15.79910276979218,131.94292306467577,-1.3052093605396133,1.3687268683275513,395.3745014582909,2
234,79.40264021942939,16.711229865588965,130.2293776604919,-1.2607191220430374,1.3675167722501542,395.50401226004817,2
235,79.07647131522337,15.671286329186243,131.58405507512535,-1.2777175312471212,1.3766825027747027,389.84124066605466,2
236,80.0,13.932556730266967,128.4440098335428,-1.4480100420377773,1.4015133900975043,385.42156380081815,2
237,80.0,15.755756431681242,130.72698390275704,-1.3640482775807272,1.408088933478676,384.93874511198044,2
238,78.04661317467527,15.274291826318,125.66413774442314,-1.5226554449300609,1.4091964689702265,389.1655553533761,2
239,76.36675808795673,15.392592250260611,127.65396735328699,-1.5341302437563962,1.4521040042632907,385.16446708167456,2
240,78.18606983748367,13.274928812461035,124.2458680911544,-1.5881783123726718,1.4459061674643676,379.8134398145321,2
241,76.73567065281253,11.951834762777368,125.3193975558307,-1.783674868945254,1.4366050090899594,375.6935354250746,2
242,75.0062390884803,13.408497479354477,125.13110083146448,-1.8155700660128111,1.4598504163087773,376.0520848195273,2
243,74.87175666143219,12.970473519125445,124.19624884084082,-1.7229884476949098,1.443806103676015,376.15314554896867,2
244,75.45285810216365,12.291080793082784,121.15732403569122,-1.7868483629387664,1.4651358931885705,384.21483782997313,2
245,75.89791495393892,11.206647730325521,119.17119798354858,-1.8544916219791523,1.4581497588095895,385.59478324964437,2
246,77.67821021036814,8.783167837509462,119.10302614285547,-1.876182954205181,1.4507432249003878,388.0273118313109,2
247,77.19181216894566,9.420523804533355,120.25847824806516,-2.0202812565597537,1.461803863094318,389.28984317160894,2
248,80.0,9.95358077459983,116.28615124079384,-1.9085201141968633,1.4620222487149492,393.19214884847975,2
249,80.0,9.110002563667285,115.14840932242029,-2.005915286522538,1.451817416867202,388.6532576964782,2
250,80.0,7.481878556310578,112.29961551214271,-2.0233355171533765,1.425511871538806,383.97627845168444,2
251,80.0,8.76289911977786,109.8214847330054,-2.0280441193965433,1.4360193789698246,378.68370837114,2
252,77.93884688769,11.583920784654449,106.21712092496006,-2.0052065468464004,1.4207330055622356,379.9297678142745,2
253,77.78564747699382,12.310824284652265,105.65894575754379,-2.0688325957874163,1.4092310184527912,383.8803050388428,2
254,77.28152485747175,11.124462209678779,107.89608926044163,-2.0788652520231845,1.4299670825307769,387.9872004128349,2
255,77.1966610515498,10.756589440244055,110.87209128569732,-2.086920177720105,1.4106397014072545,389.65724644325553,2
256,76.2534896430791,10.812750553167264,110.99351520333855,-1.8540983231625523,1.4340789055401444,390.8784315056188,2
257,75.04591660018926,14.358229886858904,111.08805449825485,-1.8456977813971225,1.4617976720477937,397.048385698912,2
258,73.23547411215898,13.221050496593556,111.4004233573836,-1.8557251286926317,1.4700077205842152,397.83097429456836,2
259,73.77773687257688,16.12631216493135,105.40368191299889,-1.8888107600631592,1.4699332488054402,399.4176504580221,2
260,72.77772659244339,13.898342088014594,104.59956037980483,-1.752551592897649,1.477891008416377,400.0,2
261,73.46805552938244,15.325059420802802,104.34115192404974,-1.7030183530076033,1.4917885128342554,400.0,2
262,73.38000711645769,17.739335558976666,94.26329037309776,-1.8523941296960933,1.5,396.1518535203223,2
